ID,X,Y,Z
1.0,-6.010750000000299,5.4131093716432914e-14,5.999999999999933
2.0,0.0,3.464400691985613e-14,5.99999999999991
3.0,6.000000000000612,1.522108061179168e-14,5.999999999999891
4.0,12.000000000001224,-3.967221371980084e-15,5.999999999999892
5.0,18.01075000000153,-2.3219316080949496e-14,5.999999999999899
6.0,-6.010750000000308,5.4131093716432945e-14,2.9999999999998184
7.0,-3.302744744360099e-13,3.465174813755062e-14,2.999999999999955
8.0,6.000000000000306,1.5265213244357517e-14,2.999999999999955
9.0,12.000000000001224,-3.864058937071427e-14,2.999999999999955
10.0,18.01075000000153,-2.321931608094948e-14,2.9999999999997837
11.0,-6.010750000000308,1.9457725717698753e-14,1.9421269101542342e-14
12.0,7.894464031748695e-21,-2.5555642446851995e-35,-2.5507721068652027e-35
13.0,12.000000000001224,-3.8640589370714266e-14,-2.5507721068652027e-35
14.0,18.010750000001533,-5.789268407968369e-14,1.9421269101542342e-14
15.0,-6.000000000000307,1.932029468535616e-14,-2.9999999999998175
16.0,18.000000000001528,-5.796088405607042e-14,-2.9999999999998175
