ID,Start Node,End Node,Start X,Start Y,Start Z,End X,End Y,End Z,Section,Type,Material,Length,Volume,Area,Inertia X,Inertia Y,Density,Young Modulus,Poisson ratio,Mass,BIM ID
1,1,2,3.1352171664549626e-13,3.465174813754857e-14,8.999999999999865,6.000000000000316,1.5265213244357517e-14,8.999999999999865,W 310x21,Beam,AÇO ASTM - A572 GR50,6.000000000000002,0.015014342935363207,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,117.8482814219192,1374690
2,2,3,6.00000000000062,1.533145277399228e-14,8.999999999999863,12.000000000000622,-4.055082119198768e-15,8.999999999999863,W 310x21,Beam,AÇO ASTM - A572 GR50,6.000000000000002,0.015014342935363207,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,117.8482814219192,1375710
3,4,1,9.745804163685535e-15,-6.691135164443102e-47,5.99999999999991,9.715012988176668e-15,-7.95955212947953e-30,8.999999999999865,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.020459133888182112,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470080794675,1374691
4,4,2,4.7399824285057536e-15,-8.057231336493086e-30,5.99999999999991,6.000000000000617,1.5265213244356546e-14,8.999999999999865,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.708203932499896,0.015528977729957146,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,121.88767404561985,1384128
5,5,2,6.000000000000317,1.5250441690670717e-14,5.99999999999991,6.000000000000317,1.5250441690670717e-14,8.999999999999865,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.020459133888182053,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470080794626,1374692
6,5,3,6.000000000000915,1.5331452773991306e-14,5.9999999999999085,12.000000000001526,-4.055082119201696e-15,8.999999999999865,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.708203932499896,0.015528977729957254,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,121.88767404562068,1384180
7,6,3,12.000000000000624,-4.069853672885569e-15,5.999999999999908,12.000000000000624,-4.069853672885569e-15,8.999999999999863,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.020459133888182438,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.5847008079493,1375711
8,4,5,3.0867525174942736e-13,3.465174813754857e-14,5.99999999999991,6.000000000000311,1.5265213244357517e-14,5.99999999999991,W 310x21,Beam,AÇO ASTM - A572 GR50,6.000000000000002,0.013707809209455418,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,107.59323697003322,1374667
9,5,6,6.000000000000615,1.533145277399228e-14,5.9999999999999085,12.000000000000616,-4.055082119198768e-15,5.9999999999999085,W 310x21,Beam,AÇO ASTM - A572 GR50,6.000000000000002,0.013707809209455418,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,107.59323697003322,1375707
10,7,4,4.872902081842768e-15,-6.691135164443102e-47,2.999999999999955,4.8421109063339014e-15,-7.95955212947953e-30,5.99999999999991,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.020459133888182112,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470080794675,1374668
11,7,5,3.0413673557511597e-13,3.465174813754857e-14,2.9999999999999543,6.000000000000915,1.5331452773991306e-14,5.9999999999999085,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.708203932499895,0.01552897772995697,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,121.88767404561845,1384038
12,8,5,6.000000000000313,1.5250441690670717e-14,2.999999999999955,6.000000000000313,1.5250441690670717e-14,5.99999999999991,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.020459133888182053,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470080794626,1374669
13,8,6,6.00000000000061,1.5331452773992284e-14,2.999999999999954,12.000000000001224,-4.05508211920073e-15,5.99999999999991,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.708203932499898,0.015528977729956995,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,121.88767404561867,1384069
14,9,6,12.000000000000618,-4.069853672885569e-15,2.999999999999954,12.000000000000618,-4.069853672885569e-15,5.9999999999999085,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.020459133888182438,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.5847008079493,1375708
15,7,8,3.0382878685335846e-13,3.465174813754857e-14,2.999999999999955,6.000000000000306,1.5265213244357517e-14,2.999999999999955,W 310x21,Beam,AÇO ASTM - A572 GR50,6.000000000000002,0.013707809209455418,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,107.59323697003322,1372973
16,8,9,6.00000000000061,1.533145277399228e-14,2.999999999999954,12.000000000000613,-4.055082119198768e-15,2.999999999999954,W 310x21,Beam,AÇO ASTM - A572 GR50,6.000000000000002,0.013707809209455418,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,107.59323697003322,1375704
