ID,Start Node,End Node,Start X,Start Y,Start Z,End X,End Y,End Z,Section,Type,Material,Length,Volume,Area,Inertia X,Inertia Y,Density,Young Modulus,Poisson ratio,Mass,BIM ID
23,13,11,11.922487515000466,-4.031038467595098e-15,6.999999999999999,15.122487515000463,-1.428045876767395e-14,10.1,W 250x17.9,Beam,AÇO ASTM - A572 GR50,4.455333881989092,0.00998227777212429,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,78.35136610276273,1398267
24,14,11,18.322487515000464,-2.46393527986406e-14,6.999999999999999,15.122487515000465,-1.4280458767673956e-14,10.1,W 250x17.9,Beam,AÇO ASTM - A572 GR50,4.455333881989092,0.009982277772124362,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,78.3513661027633,1397131
25,15,12,19.184835428616662,-2.741615543403496e-14,6.999999999999999,22.38483542861666,-3.766557573411382e-14,10.1,W 250x17.9,Beam,AÇO ASTM - A572 GR50,4.455333881989092,0.009982277772124721,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,78.35136610276612,1398478
26,16,12,25.58483542861666,-4.802446976508046e-14,6.999999999999999,22.384835428616665,-3.766557573411382e-14,10.1,W 250x17.9,Beam,AÇO ASTM - A572 GR50,4.455333881989092,0.009982277772124706,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,78.351366102766,1398468
27,17,13,15.122487515000461,-1.4280458767673944e-14,3.8999999999999977,11.922487515000464,-4.031038467595091e-15,6.999999999999999,W 250x17.9,Beam,AÇO ASTM - A572 GR50,4.455333881989093,0.010320771819687321,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,81.00822174730096,1398266
28,17,14,15.122487515000465,-1.4280458767673953e-14,3.8999999999999977,18.322487515000464,-2.46393527986406e-14,6.999999999999999,W 250x17.9,Beam,AÇO ASTM - A572 GR50,4.455333881989093,0.010320774043267767,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,81.00823920028812,1397085
29,18,15,22.384835428616658,-3.766557573411381e-14,3.8999999999999977,19.18483542861666,-2.7416155434034952e-14,6.999999999999999,W 250x17.9,Beam,AÇO ASTM - A572 GR50,4.455333881989093,0.010320774043267396,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,81.0082392002852,1398477
30,18,16,22.384835428616665,-3.766557573411382e-14,3.8999999999999977,25.584835428616667,-4.802446976508046e-14,6.999999999999999,W 250x17.9,Beam,AÇO ASTM - A572 GR50,4.455333881989093,0.010320771819688492,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,81.00822174731016,1398467
31,19,13,11.422487515000464,-2.4295665457077774e-15,-4.610042974895277e-16,11.922487515000466,-4.03103846759511e-15,7.0,W 250x17.9,Beam,AÇO ASTM - A572 GR50,7.0178344238090995,0.016248191320512282,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,127.5328152274281,1398265
32,20,14,18.753661471808567,-2.603512946348051e-14,-2.4297888701063643e-14,18.32248751500046,-2.46393527986406e-14,7.0000000000000036,W 250x17.9,Beam,AÇO ASTM - A572 GR50,7.013266783819787,0.01623754692950655,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,127.4492669035215,1397055
33,20,15,18.753661471808567,-2.603512946348051e-14,-2.4262462872126635e-14,19.184835428616662,-2.7416155434034974e-14,7.000000000000001,W 250x17.9,Beam,AÇO ASTM - A572 GR50,7.013266783819784,0.016237546929506286,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,127.44926690351943,1398476
34,21,16,26.08483542861666,-4.9643046957419e-14,-1.049886404548187e-15,25.58483542861666,-4.802446976508046e-14,6.999999999999999,W 250x17.9,Beam,AÇO ASTM - A572 GR50,7.0178344238090995,0.016248191320516685,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,127.53281522746265,1398466
35,19,17,11.422487515000464,-2.429566545707785e-15,-3.815766697174062e-16,15.122487515000463,-1.428045876767396e-14,3.8999999999999986,W 250x17.9,Beam,AÇO ASTM - A572 GR50,5.375872022286243,0.012099340503004152,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,94.96829070416896,1398264
36,20,17,18.753661471808567,-2.603512946348051e-14,-2.4715596236291052e-14,15.122487515000461,-1.4280458767673944e-14,3.9,W 250x17.9,Beam,AÇO ASTM - A572 GR50,5.328735713525452,0.012006410607210461,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,94.23887959646007,1396883
37,20,18,18.753661471808567,-2.6035129463480516e-14,-2.4043034230203377e-14,22.38483542861666,-3.766557573411382e-14,3.8999999999999972,W 250x17.9,Beam,AÇO ASTM - A572 GR50,5.328735713525445,0.012006410607211318,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,94.2388795964668,1398475
38,21,18,26.084835428616657,-4.964304695741901e-14,-9.704587767760661e-16,22.38483542861666,-3.766557573411382e-14,3.8999999999999977,W 250x17.9,Beam,AÇO ASTM - A572 GR50,5.375872022286243,0.012120946225424778,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,95.13787503210867,1398465
