ID,X,Y,Z
1.0,13.022487515000467,-7.554276695747218e-15,17.700000000000003
2.0,17.222487515000466,-2.1078482975495824e-14,17.700000000000003
3.0,20.284835428616663,-3.0939393662187086e-14,17.700000000000003
4.0,24.48483542861666,-4.446359994193569e-14,17.700000000000003
5.0,27.68483542861689,-5.476775710745918e-14,17.69999999999998
6.0,31.884835428616885,-6.829196338720779e-14,17.69999999999993
7.0,15.122487515000465,-1.4280458767673956e-14,15.3
8.0,22.38483542861666,-3.766557573411382e-14,15.3
9.0,29.78483542861686,-6.149393917938582e-14,15.299999999999956
10.0,12.422487515000466,-5.632510389482432e-15,12.6
11.0,17.822487515000464,-2.302077560630207e-14,12.6
12.0,19.684835428616665,-2.90176273559223e-14,12.6
13.0,25.084835428616657,-4.6405892572741923e-14,12.6
14.0,27.084835428616827,-5.284599080119419e-14,12.599999999999987
15.0,32.48483542861682,-7.023425601801381e-14,12.599999999999921
16.0,15.122487515000465,-1.4280458767673956e-14,10.1
17.0,22.384835428616665,-3.766557573411382e-14,10.1
18.0,29.78483542861679,-6.149393917938561e-14,10.099999999999953
19.0,11.922487515000466,-4.03103846759511e-15,7.0
20.0,18.32248751500046,-2.46393527986406e-14,7.0000000000000036
21.0,19.184835428616662,-2.7416155434034974e-14,7.000000000000001
22.0,25.58483542861666,-4.802446976508046e-14,6.999999999999999
23.0,26.584835428616756,-5.124451887930664e-14,6.999999999999992
24.0,32.984835428616755,-7.185283321035215e-14,6.999999999999916
25.0,15.122487515000461,-1.4280458767673944e-14,3.9
26.0,22.38483542861666,-3.766557573411382e-14,3.8999999999999977
27.0,29.78483542861672,-6.149393917938538e-14,3.8999999999999524
28.0,11.422487515000464,-2.429566545707785e-15,-3.815766697174062e-16
29.0,18.753661471808567,-2.603512946348051e-14,-2.4715596236291052e-14
30.0,26.084835428616657,-4.964304695741901e-14,-9.704587767760661e-16
31.0,33.416009385424765,-7.324860987519174e-14,-1.1476699590673436e-13
