Type,Section,W,Massa linear,Area,d,bf,b2,tw,t,y,yp,bf/2tf,b/t,Ix,Iy,J2,J,ro,H3
2L,2L127X76X6.4SLBB,19.6,0.0,2500,76.2,–,127,–,6.35,16.5,4.93,–,20.0,1170000,8530000,–,–,63.8,0.957
2L,2L127X76X6.4X9SLBB,19.6,0.0,2500,76.2,–,127,–,6.35,16.5,4.93,–,20.0,1170000,9610000,–,–,67.1,0.961
2L,2L127X76X6.4X19SLBB,19.6,0.0,2500,76.2,–,127,–,6.35,16.5,4.93,–,20.0,1170000,10700000,–,–,70.4,0.964
2L,2L102X89X12.7SLBB,35.2,0.0,4520,88.9,–,102,–,12.7,25.2,11.1,–,8.00,3130000,8910000,–,–,54.9,0.882
2L,2L102X89X12.7X9SLBB,35.2,0.0,4520,88.9,–,102,–,12.7,25.2,11.1,–,8.00,3130000,10400000,–,–,57.9,0.893
2L,2L102X89X12.7X19SLBB,35.2,0.0,4520,88.9,–,102,–,12.7,25.2,11.1,–,8.00,3130000,12000000,–,–,61.0,0.904
2L,2L102X89X9.5SLBB,27.0,0.0,3460,88.9,–,102,–,9.53,24.1,8.51,–,10.7,2460000,6660000,–,–,54.9,0.876
2L,2L102X89X9.5X9SLBB,27.0,0.0,3460,88.9,–,102,–,9.53,24.1,8.51,–,10.7,2460000,7700000,–,–,57.7,0.888
2L,2L102X89X9.5X19SLBB,27.0,0.0,3460,88.9,–,102,–,9.53,24.1,8.51,–,10.7,2460000,8910000,–,–,60.7,0.899
2L,2L102X89X7.9SLBB,22.8,0.0,2900,88.9,–,102,–,7.94,23.4,7.14,–,12.8,2100000,5540000,–,–,54.9,0.874
2L,2L102X89X7.9X9SLBB,22.8,0.0,2900,88.9,–,102,–,7.94,23.4,7.14,–,12.8,2100000,6410000,–,–,57.4,0.885
2L,2L102X89X7.9X19SLBB,22.8,0.0,2900,88.9,–,102,–,7.94,23.4,7.14,–,12.8,2100000,7410000,–,–,60.5,0.896
2L,2L102X89X6.4SLBB,18.4,0.0,2350,88.9,–,102,–,6.35,22.8,5.79,–,16.0,1720000,4370000,–,–,54.6,0.871
2L,2L102X89X6.4X9SLBB,18.4,0.0,2350,88.9,–,102,–,6.35,22.8,5.79,–,16.0,1720000,5080000,–,–,57.4,0.883
2L,2L102X89X6.4X19SLBB,18.4,0.0,2350,88.9,–,102,–,6.35,22.8,5.79,–,16.0,1720000,5870000,–,–,60.2,0.894
2L,2L102X76X15.9SLBB,40.4,0.0,5150,76.2,–,102,–,15.9,22.0,12.7,–,6.40,2370000,11200000,–,–,53.3,0.930
2L,2L102X76X15.9X9SLBB,40.4,0.0,5150,76.2,–,102,–,15.9,22.0,12.7,–,6.40,2370000,13000000,–,–,56.4,0.938
2L,2L102X76X15.9X19SLBB,40.4,0.0,5150,76.2,–,102,–,15.9,22.0,12.7,–,6.40,2370000,15100000,–,–,59.9,0.945
2L,2L102X76X12.7SLBB,33.0,0.0,4190,76.2,–,102,–,12.7,20.9,10.3,–,8.00,1990000,8870000,–,–,53.1,0.925
2L,2L102X76X12.7X9SLBB,33.0,0.0,4190,76.2,–,102,–,12.7,20.9,10.3,–,8.00,1990000,10300000,–,–,56.1,0.933
2L,2L102X76X12.7X19SLBB,33.0,0.0,4190,76.2,–,102,–,12.7,20.9,10.3,–,8.00,1990000,11900000,–,–,59.4,0.940
2L,2L102X76X9.5SLBB,25.2,0.0,3210,76.2,–,102,–,9.53,19.7,7.90,–,10.7,1580000,6660000,–,–,52.8,0.920
2L,2L102X76X9.5X9SLBB,25.2,0.0,3210,76.2,–,102,–,9.53,19.7,7.90,–,10.7,1580000,7740000,–,–,55.9,0.928
2L,2L102X76X9.5X19SLBB,25.2,0.0,3210,76.2,–,102,–,9.53,19.7,7.90,–,10.7,1580000,8870000,–,–,58.9,0.936
2L,2L102X76X7.9SLBB,21.4,0.0,2700,76.2,–,102,–,7.94,19.1,6.63,–,12.8,1350000,5490000,–,–,52.6,0.918
2L,2L102X76X7.9X9SLBB,21.4,0.0,2700,76.2,–,102,–,7.94,19.1,6.63,–,12.8,1350000,6330000,–,–,55.6,0.926
2L,2L102X76X7.9X19SLBB,21.4,0.0,2700,76.2,–,102,–,7.94,19.1,6.63,–,12.8,1350000,7370000,–,–,58.9,0.934
2L,2L102X76X6.4SLBB,17.2,0.0,2180,76.2,–,102,–,6.35,18.4,5.36,–,16.0,1110000,4370000,–,–,52.3,0.915
2L,2L102X76X6.4X9SLBB,17.2,0.0,2180,76.2,–,102,–,6.35,18.4,5.36,–,16.0,1110000,5080000,–,–,55.4,0.924
2L,2L102X76X6.4X19SLBB,17.2,0.0,2180,76.2,–,102,–,6.35,18.4,5.36,–,16.0,1110000,5870000,–,–,58.7,0.932
2L,2L89X76X12.7SLBB,30.2,0.0,3900,76.2,–,88.9,–,12.7,22.1,10.9,–,7.00,1940000,6040000,–,–,47.8,0.892
2L,2L89X76X12.7X9SLBB,30.2,0.0,3900,76.2,–,88.9,–,12.7,22.1,10.9,–,7.00,1940000,7200000,–,–,50.8,0.904
2L,2L89X76X12.7X19SLBB,30.2,0.0,3900,76.2,–,88.9,–,12.7,22.1,10.9,–,7.00,1940000,8490000,–,–,54.1,0.915
2L,2L89X76X11.1SLBB,27.0,0.0,3450,76.2,–,88.9,–,11.1,21.5,9.68,–,7.99,1740000,5290000,–,–,47.8,0.889
2L,2L89X76X11.1X9SLBB,27.0,0.0,3450,76.2,–,88.9,–,11.1,21.5,9.68,–,7.99,1740000,6200000,–,–,50.5,0.901
2L,2L89X76X11.1X19SLBB,27.0,0.0,3450,76.2,–,88.9,–,11.1,21.5,9.68,–,7.99,1740000,7370000,–,–,53.8,0.912
2L,2L89X76X9.5SLBB,23.4,0.0,2990,76.2,–,88.9,–,9.53,20.9,8.41,–,9.33,1540000,4450000,–,–,47.8,0.885
2L,2L89X76X9.5X9SLBB,23.4,0.0,2990,76.2,–,88.9,–,9.53,20.9,8.41,–,9.33,1540000,5330000,–,–,50.5,0.898
2L,2L89X76X9.5X19SLBB,23.4,0.0,2990,76.2,–,88.9,–,9.53,20.9,8.41,–,9.33,1540000,6330000,–,–,53.6,0.910
2L,2L89X76X7.9SLBB,19.6,0.0,2520,76.2,–,88.9,–,7.94,20.3,7.09,–,11.2,1320000,3700000,–,–,47.5,0.883
2L,2L89X76X7.9X9SLBB,19.6,0.0,2520,76.2,–,88.9,–,7.94,20.3,7.09,–,11.2,1320000,4410000,–,–,50.3,0.895
2L,2L89X76X7.9X19SLBB,19.6,0.0,2520,76.2,–,88.9,–,7.94,20.3,7.09,–,11.2,1320000,5200000,–,–,53.6,0.907
2L,2L89X76X6.4SLBB,16.0,0.0,2040,76.2,–,88.9,–,6.35,19.6,5.74,–,14.0,1090000,2960000,–,–,47.5,0.880
2L,2L89X76X6.4X9SLBB,16.0,0.0,2040,76.2,–,88.9,–,6.35,19.6,5.74,–,14.0,1090000,3500000,–,–,50.3,0.893
2L,2L89X76X6.4X19SLBB,16.0,0.0,2040,76.2,–,88.9,–,6.35,19.6,5.74,–,14.0,1090000,4160000,–,–,53.3,0.905
2L,2L89X64X12.7SLBB,27.8,0.0,3570,63.5,–,88.9,–,12.7,17.8,10.1,–,7.00,1130000,6040000,–,–,46.2,0.938
2L,2L89X64X12.7X9SLBB,27.8,0.0,3570,63.5,–,88.9,–,12.7,17.8,10.1,–,7.00,1130000,7160000,–,–,49.5,0.946
2L,2L89X64X12.7X19SLBB,27.8,0.0,3570,63.5,–,88.9,–,12.7,17.8,10.1,–,7.00,1130000,8410000,–,–,52.8,0.953
2L,2L89X64X9.5SLBB,21.4,0.0,2740,63.5,–,88.9,–,9.53,16.6,7.70,–,9.33,903000,4450000,–,–,46.0,0.933
2L,2L89X64X9.5X9SLBB,21.4,0.0,2740,63.5,–,88.9,–,9.53,16.6,7.70,–,9.33,903000,5290000,–,–,49.0,0.941
2L,2L89X64X9.5X19SLBB,21.4,0.0,2740,63.5,–,88.9,–,9.53,16.6,7.70,–,9.33,903000,6240000,–,–,52.6,0.949
2L,2L89X64X7.9SLBB,18.0,0.0,2310,63.5,–,88.9,–,7.94,16.1,6.50,–,11.2,778000,3720000,–,–,45.7,0.930
2L,2L89X64X7.9X9SLBB,18.0,0.0,2310,63.5,–,88.9,–,7.94,16.1,6.50,–,11.2,778000,4410000,–,–,48.8,0.939
2L,2L89X64X7.9X19SLBB,18.0,0.0,2310,63.5,–,88.9,–,7.94,16.1,6.50,–,11.2,778000,5200000,–,–,52.3,0.947
2L,2L89X64X6.4SLBB,14.6,0.0,1870,63.5,–,88.9,–,6.35,15.4,5.26,–,14.0,645000,2980000,–,–,45.7,0.928
2L,2L89X64X6.4X9SLBB,14.6,0.0,1870,63.5,–,88.9,–,6.35,15.4,5.26,–,14.0,645000,3490000,–,–,48.8,0.937
2L,2L89X64X6.4X19SLBB,14.6,0.0,1870,63.5,–,88.9,–,6.35,15.4,5.26,–,14.0,645000,4130000,–,–,52.1,0.944
2L,2L76X64X12.7SLBB,25.2,0.0,3230,63.5,–,76.2,–,12.7,18.9,10.6,–,6.00,1070000,3790000,–,–,40.9,0.905
2L,2L76X64X12.7X9SLBB,25.2,0.0,3230,63.5,–,76.2,–,12.7,18.9,10.6,–,6.00,1070000,4620000,–,–,43.9,0.918
2L,2L76X64X12.7X19SLBB,25.2,0.0,3230,63.5,–,76.2,–,12.7,18.9,10.6,–,6.00,1070000,5580000,–,–,47.2,0.929
2L,2L76X64X11.1SLBB,22.6,0.0,2860,63.5,–,76.2,–,11.1,18.4,9.40,–,6.85,970000,3320000,–,–,40.6,0.901
2L,2L76X64X11.1X9SLBB,22.6,0.0,2860,63.5,–,76.2,–,11.1,18.4,9.40,–,6.85,970000,4050000,–,–,43.7,0.914
2L,2L76X64X11.1X19SLBB,22.6,0.0,2860,63.5,–,76.2,–,11.1,18.4,9.40,–,6.85,970000,4910000,–,–,47.0,0.926
2L,2L76X64X9.5SLBB,19.6,0.0,2490,63.5,–,76.2,–,9.53,17.8,8.18,–,8.00,857000,2800000,–,–,40.6,0.897
2L,2L76X64X9.5X9SLBB,19.6,0.0,2490,63.5,–,76.2,–,9.53,17.8,8.18,–,8.00,857000,3430000,–,–,43.7,0.911
2L,2L76X64X9.5X19SLBB,19.6,0.0,2490,63.5,–,76.2,–,9.53,17.8,8.18,–,8.00,857000,4160000,–,–,47.0,0.923
2L,2L76X64X7.9SLBB,16.6,0.0,2100,63.5,–,76.2,–,7.94,17.2,6.91,–,9.58,741000,2330000,–,–,40.4,0.893
2L,2L76X64X7.9X9SLBB,16.6,0.0,2100,63.5,–,76.2,–,7.94,17.2,6.91,–,9.58,741000,2850000,–,–,43.4,0.907
2L,2L76X64X7.9X19SLBB,16.6,0.0,2100,63.5,–,76.2,–,7.94,17.2,6.91,–,9.58,741000,3480000,–,–,46.7,0.920
2L,2L76X64X6.4SLBB,13.4,0.0,1700,63.5,–,76.2,–,6.35,16.6,5.59,–,12.0,612000,1860000,–,–,40.4,0.890
2L,2L76X64X6.4X9SLBB,13.4,0.0,1700,63.5,–,76.2,–,6.35,16.6,5.59,–,12.0,612000,2280000,–,–,43.2,0.904
2L,2L76X64X6.4X19SLBB,13.4,0.0,1700,63.5,–,76.2,–,6.35,16.6,5.59,–,12.0,612000,2740000,–,–,46.5,0.917
2L,2L76X64X4.8SLBB,10.2,0.0,1290,63.5,–,76.2,–,4.76,15.9,4.24,–,16.0,475000,1390000,–,–,40.1,0.887
2L,2L76X64X4.8X9SLBB,10.2,0.0,1290,63.5,–,76.2,–,4.76,15.9,4.24,–,16.0,475000,1680000,–,–,43.2,0.901
2L,2L76X64X4.8X19SLBB,10.2,0.0,1290,63.5,–,76.2,–,4.76,15.9,4.24,–,16.0,475000,2050000,–,–,46.2,0.914
2L,2L76X51X12.7SLBB,22.8,0.0,2920,50.8,–,76.2,–,12.7,14.7,9.58,–,6.00,554000,3790000,–,–,39.4,0.955
2L,2L76X51X12.7X9SLBB,22.8,0.0,2920,50.8,–,76.2,–,12.7,14.7,9.58,–,6.00,554000,4580000,–,–,42.9,0.962
2L,2L76X51X12.7X19SLBB,22.8,0.0,2920,50.8,–,76.2,–,12.7,14.7,9.58,–,6.00,554000,5580000,–,–,46.5,0.968
2L,2L76X51X9.5SLBB,17.4,0.0,2260,50.8,–,76.2,–,9.53,13.6,7.42,–,8.00,450000,2810000,–,–,39.1,0.949
2L,2L76X51X9.5X9SLBB,17.4,0.0,2260,50.8,–,76.2,–,9.53,13.6,7.42,–,8.00,450000,3450000,–,–,42.4,0.957
