ID,Start Node,End Node,Start X,Start Y,Start Z,End X,End Y,End Z,Section,Type,Material,Length,Volume,Area,Inertia X,Inertia Y,Density,Young Modulus,Poisson ratio,Mass,BIM ID
1,1,2,4.000000000000004,2.180815688352078e-14,3.3999999999999875,4.00000000000001,2.990000000000022,3.3999999999999875,W 250x22.3,Beam,AÇO ASTM - A572 GR50,2.9900000000000007,0.008525674486770388,0.0028899999999999993,2.939e-05,1.23e-06,7849.04687,199959000000.0,0.3,66.91841864502398,1391553
2,3,1,4.687968847639039e-15,3.4673367998734173e-14,2.899999999999995,4.000000000000007,2.1724750460025854e-14,3.400000000000022,W 250x22.3,Beam,AÇO ASTM - A572 GR50,4.031128874149281,0.011495307053971834,0.0028899999999999993,2.939e-05,1.23e-06,7849.04687,199959000000.0,0.3,90.22720385166654,1388911
3,4,2,1.0422596119497031e-14,2.9900000000000007,2.899999999999995,4.000000000000012,2.990000000000022,3.400000000000022,W 250x22.3,Beam,AÇO ASTM - A572 GR50,4.031128874149281,0.011495307053971834,0.0028899999999999993,2.939e-05,1.23e-06,7849.04687,199959000000.0,0.3,90.22720385166654,1390070
4,1,5,4.000000000000007,2.1724750460025854e-14,3.400000000000022,8.000000000000004,8.77613292131755e-15,2.9000000000000488,W 250x22.3,Beam,AÇO ASTM - A572 GR50,4.0311288741492675,0.011512278942021913,0.0028899999999999993,2.939e-05,1.23e-06,7849.04687,199959000000.0,0.3,90.360416996444,1388926
5,2,6,4.000000000000013,2.990000000000022,3.400000000000022,8.000000000000007,2.990000000000009,2.900000000000049,W 250x22.3,Beam,AÇO ASTM - A572 GR50,4.031128874149267,0.011512278942021913,0.0028899999999999993,2.939e-05,1.23e-06,7849.04687,199959000000.0,0.3,90.360416996444,1390071
6,3,4,1.353583911622988e-16,8.340642349493245e-17,2.8999999999999875,4.965836668715734e-15,2.9900000000000007,2.8999999999999875,W 250x22.3,Beam,AÇO ASTM - A572 GR50,2.9900000000000007,0.008525674486770388,0.0028899999999999993,2.939e-05,1.23e-06,7849.04687,199959000000.0,0.3,66.91841864502398,1390277
7,5,6,8.000000000000002,8.662937034387142e-15,2.8999999999999875,8.000000000000005,2.9900000000000087,2.8999999999999875,W 250x22.3,Beam,AÇO ASTM - A572 GR50,2.9899999999999998,0.008525674486770388,0.0028899999999999993,2.939e-05,1.23e-06,7849.04687,199959000000.0,0.3,66.91841864502398,1390385
8,9,1,4.000000000000002,2.172475046002587e-14,0.0,4.000000000000008,2.172475046002585e-14,3.400000000000022,HP 250x62,Column,AÇO ASTM - A572 GR50,3.400000000000022,0.027058378597888018,0.007999999999999998,8.74e-05,2.9800000000000003e-05,7849.04687,199959000000.0,0.3,212.38248184102792,1388665
9,10,2,4.000000000000008,2.990000000000022,0.0,4.000000000000013,2.990000000000022,3.400000000000022,HP 250x62,Column,AÇO ASTM - A572 GR50,3.400000000000022,0.02705837859788804,0.007999999999999998,8.74e-05,2.9800000000000003e-05,7849.04687,199959000000.0,0.3,212.3824818410281,1390067
10,7,3,0.0,0.0,0.0,4.6850792658544935e-15,-1.5388467450327322e-29,2.899999999999995,HP 250x62,Column,AÇO ASTM - A572 GR50,2.899999999999995,0.023080239572094374,0.007999999999999998,8.74e-05,2.9800000000000003e-05,7849.04687,199959000000.0,0.3,181.1578821721975,1388737
11,8,4,5.414335646491965e-15,2.9900000000000007,0.0,1.0099414912346458e-14,2.9900000000000007,2.899999999999995,HP 250x62,Column,AÇO ASTM - A572 GR50,2.899999999999995,0.023080239572094378,0.007999999999999998,8.74e-05,2.9800000000000003e-05,7849.04687,199959000000.0,0.3,181.15788217219753,1390068
12,11,5,8.000000000000002,8.776132921317548e-15,0.0,8.000000000000002,8.776132921317548e-15,2.8999999999999875,HP 250x62,Column,AÇO ASTM - A572 GR50,2.8999999999999875,0.02308023958525253,0.007999999999999998,8.74e-05,2.9800000000000003e-05,7849.04687,199959000000.0,0.3,181.15788227547645,1373332
13,12,6,8.000000000000007,2.990000000000009,0.0,8.000000000000007,2.990000000000009,2.8999999999999875,HP 250x62,Column,AÇO ASTM - A572 GR50,2.8999999999999875,0.023080239585252547,0.007999999999999998,8.74e-05,2.9800000000000003e-05,7849.04687,199959000000.0,0.3,181.1578822754766,1390063
