ID,Start Node,End Node,Start X,Start Y,Start Z,End X,End Y,End Z,Section,Type,Material,Length,Volume,Area,Inertia X,Inertia Y,Density,Young Modulus,Poisson ratio,Mass,BIM ID
11,11,2,4.84663372329749e-15,-1.5613884453994227e-29,2.9999999999998184,4.8158425477886234e-15,-2.3573436583473756e-29,5.9999999999997735,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.020459133888182112,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470080794675,1386768
12,11,3,-0.010749999999986796,3.470816740836943e-14,2.999999999999799,6.000000000000612,1.5250441690669742e-14,5.999999999999891,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.717820745041335,0.015551229830864384,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,122.06233182859673,1386124
13,12,3,6.00000000000061,1.533145277399228e-14,2.999999999999954,6.000000000000615,1.5331452773992284e-14,6.000000000000016,HP 200x53,Column,AÇO ASTM - A572 GR50,3.000000000000062,0.020459133875023856,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470070466697,1386169
14,13,3,12.000000000001226,-3.8640589370714266e-14,2.9999999999997815,6.00000000000061,1.5250441690669742e-14,5.999999999999891,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.708203932499967,0.015528977729957108,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,121.88767404561955,1386125
15,13,4,12.000000000001217,-3.864058937071425e-14,2.999999999999801,12.000000000001226,-3.864058937071429e-14,5.999999999999756,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.02045913388818245,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.5847008079494,1388668
16,14,4,18.01075000000153,-2.3219316080949493e-14,2.999999999999784,12.000000000001226,-3.967221371980095e-15,5.999999999999897,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.717820745041083,0.015551229830863874,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,122.06233182859272,1388676
17,14,5,18.010750000001526,-2.3219316080949465e-14,2.9999999999999405,18.01075000000153,-2.321931608094948e-14,5.999999999999899,HP 200x53,Column,AÇO ASTM - A572 GR50,2.9999999999999587,0.02045913387502426,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470070467013,1388673
18,14,6,18.005100000001523,-2.3201122803454123e-14,2.9999999999998153,24.015850000002136,-4.265884852115385e-14,5.99999999999991,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.717820745041351,0.015551229830864724,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,122.0623318285994,1391198
19,15,6,24.015850000001837,-7.733221651988707e-14,2.9999999999998153,24.015850000001837,-7.733221651988708e-14,5.99999999999977,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.020459133888181644,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470080794305,1391189
20,15,7,24.005100000001843,-4.262404911151763e-14,2.9999999999997957,30.015850000002445,-6.208177482921731e-14,5.999999999999887,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.717820745041335,0.015551229830864667,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,122.06233182859894,1391186
21,16,7,30.015850000002445,-6.200076374589478e-14,2.9999999999999507,30.015850000002448,-6.200076374589478e-14,6.000000000000012,HP 200x53,Column,AÇO ASTM - A572 GR50,3.000000000000062,0.020459133875023454,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470070466382,1391188
22,17,7,36.01585000000306,-1.1597280589060132e-13,2.9999999999997784,30.015850000002445,-6.208177482921731e-14,5.999999999999887,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.708203932499967,0.015528977729956926,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,121.88767404561811,1391187
23,17,8,36.01585000000305,-1.159728058906013e-13,2.999999999999798,36.015850000003056,-1.1597280589060135e-13,5.999999999999753,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.02045913388818165,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.5847008079431,1391200
24,18,8,42.02660000000336,-1.0055153260083655e-13,2.999999999999781,36.015850000003056,-8.129943789186717e-14,5.999999999999893,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.717820745041083,0.015551229830863118,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,122.06233182858678,1391205
25,18,9,42.026600000003356,-1.0055153260083653e-13,2.999999999999937,42.02660000000336,-1.0055153260083654e-13,5.999999999999896,HP 200x53,Column,AÇO ASTM - A572 GR50,2.9999999999999587,0.02045913387502504,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470070467627,1391203
26,10,11,-6.010750000000308,5.4131093716432945e-14,2.9999999999998184,0.0,3.467336799873419e-14,2.999999999999799,W 310x21,Beam,AÇO ASTM - A572 GR50,6.010750000000308,0.016347557815847475,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,128.31274750662166,1386848
27,11,12,-3.302744744360099e-13,3.465174813755062e-14,2.999999999999955,6.000000000000306,1.5265213244357517e-14,2.999999999999955,W 310x21,Beam,AÇO ASTM - A572 GR50,6.000000000000637,0.016390950402928945,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,128.65333795643468,1372973
28,13,12,12.000000000001224,-3.864058937071427e-14,2.999999999999955,6.000000000000917,1.5265213244355555e-14,2.999999999999955,W 310x21,Beam,AÇO ASTM - A572 GR50,6.000000000000306,0.01637938306173543,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,128.5625453532455,1385672
29,14,13,18.01075000000153,-2.321931608094948e-14,2.9999999999997837,12.000000000001226,-3.8640589370714266e-14,2.9999999999997815,W 310x21,Beam,AÇO ASTM - A572 GR50,6.010750000000304,0.016347557815847548,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,128.31274750662223,1388669
30,14,15,18.010750000001526,-5.79951023113257e-14,2.9999999999998153,24.015850000001834,-4.2658848521152864e-14,2.9999999999997957,W 310x21,Beam,AÇO ASTM - A572 GR50,6.005100000000307,0.016347557815847475,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,128.31274750662166,1391190
31,15,16,24.015850000001503,-4.268046838233644e-14,2.999999999999966,30.01585000000214,-6.206700327552954e-14,2.999999999999966,W 310x21,Beam,AÇO ASTM - A572 GR50,6.000000000000637,0.016390950402928945,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,128.65333795643468,1391172
32,17,16,36.015850000003056,-1.1597280589060135e-13,2.999999999999966,30.015850000002747,-6.20670032755315e-14,2.999999999999966,W 310x21,Beam,AÇO ASTM - A572 GR50,6.000000000000306,0.01637938306173543,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,128.5625453532455,1391179
33,18,17,42.026600000003356,-1.0055153260083654e-13,2.9999999999997806,36.015850000003056,-1.1597280589060132e-13,2.9999999999997784,W 310x21,Beam,AÇO ASTM - A572 GR50,6.010750000000304,0.016347557815847548,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,128.31274750662223,1391201
34,19,10,-6.010750000000304,1.93553074860567e-14,2.000784236315032e-14,-6.010750000000304,1.9355307486056692e-14,2.999999999999975,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.020459133888182053,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470080794626,1386370
35,19,11,-6.010750000000308,1.945772571769875e-14,1.852321354410514e-14,-3.302744744360098e-13,3.467336799873526e-14,2.999999999999799,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.717820745040642,0.015551229830864582,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,122.06233182859827,1388261
36,20,11,-2.0256719257514535e-37,-5.23637979100799e-50,1.9736191594953076e-20,-3.0791175508866043e-17,-7.95955212947953e-30,2.999999999999955,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.020459133888182112,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470080794675,1373235
37,20,12,7.894476586814576e-21,2.367200483901697e-31,3.947238420362145e-21,6.00000000000061,1.533145277399228e-14,2.999999999999954,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.708203932499894,0.015528977729956945,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,121.88767404561827,1383927
38,21,12,12.000000000001224,-3.8640589370714266e-14,3.947238420362145e-21,6.000000000000613,1.5331452773992284e-14,2.999999999999954,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.708203932499894,0.015528977729957046,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,121.88767404561905,1385674
39,21,13,12.000000000001224,-3.8640589370714266e-14,1.9736191594953076e-20,12.000000000001224,-3.864058937071427e-14,2.999999999999955,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.020459133888182445,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470080794936,1385673
40,22,13,18.00000000000181,-5.785825243336395e-14,1.8408741198072677e-14,12.000000000001881,-3.864058937071258e-14,2.9999999999997815,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.708203932499197,0.014679142579811736,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,115.21727812035503,1388487
41,22,14,18.010750000001515,-5.799510231132566e-14,-1.4674947965420823e-14,18.010750000001526,-5.79951023113257e-14,2.9999999999999405,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.020459133888182445,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470080794936,1388667
42,22,15,18.005100000001523,-5.787449080218831e-14,1.527461215620996e-14,24.015850000001503,-4.26588485211518e-14,2.9999999999997957,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.717820745040642,0.015551229830864174,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,122.06233182859508,1391196
43,23,15,24.015850000001834,-7.733221651988706e-14,-3.2485816517035835e-15,24.015850000001834,-7.733221651988707e-14,2.9999999999999516,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.020459133888181644,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470080794305,1391173
44,23,16,24.015850000001834,-7.733221651988706e-14,-3.248597440656758e-15,30.015850000002438,-6.200076374589478e-14,2.9999999999999507,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.708203932499894,0.01552897772995643,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,121.88767404561422,1391175
45,24,16,36.015850000003056,-1.159728058906013e-13,-3.248597440656758e-15,30.015850000002448,-6.200076374589477e-14,2.9999999999999507,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.708203932499894,0.015528977729956435,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,121.88767404561426,1391181
46,24,17,36.015850000003056,-1.1597280589060132e-13,-3.2485816517035835e-15,36.015850000003056,-1.1597280589060135e-13,2.9999999999999516,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.02045913388818165,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.5847008079431,1391180
47,25,17,42.01585000000364,-1.3519046895325103e-13,1.51601398101775e-14,36.01585000000372,-1.1597280589059966e-13,2.9999999999997784,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.708203932499197,0.014679142579809833,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,115.2172781203401,1391197
48,25,18,42.02660000000335,-1.3532731883121272e-13,-1.7923549353316e-14,42.026600000003356,-1.3532731883121275e-13,2.999999999999937,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.020459133888183233,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470080795553,1391199
49,20,19,7.894464031748695e-21,-2.5555642446851995e-35,-2.5507721068652027e-35,-6.010750000000308,1.9457725717698753e-14,1.9421269101542342e-14,W 310x21,Beam,AÇO ASTM - A572 GR50,6.010750000000308,0.0162045638260278,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,127.19038097839874,1385392
50,21,22,12.000000000001224,-3.8640589370714266e-14,-2.5507721068652027e-35,18.010750000001533,-5.789268407968369e-14,1.9421269101542342e-14,W 310x21,Beam,AÇO ASTM - A572 GR50,6.010750000000308,0.016380879737096166,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,128.57429282830108,1385679
51,23,22,24.015850000001834,-7.733221651988706e-14,-3.2486013878951784e-15,18.010750000001533,-5.799510231132571e-14,1.617266771364717e-14,W 310x21,Beam,AÇO ASTM - A572 GR50,6.005100000000302,0.01749829465979255,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,137.34493492978245,1391177
52,24,25,36.01585000000306,-1.1597280589060132e-13,-3.2486013878951784e-15,42.02660000000336,-1.3522490059957074e-13,1.6172667713647162e-14,W 310x21,Beam,AÇO ASTM - A572 GR50,6.010750000000308,0.016380879737096166,0.0027199999999999998,3.776e-05,9.800000000000001e-07,7849.04687,199959000000.0,0.3,128.57429282830108,1391185
53,26,19,-6.010750000000308,1.9355307486056714e-14,-2.9999999999998175,-6.010750000000308,1.9355307486056708e-14,1.3752412542089588e-13,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.020459133888182053,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470080794626,1384711
54,26,20,-6.000000000000307,1.932029468535616e-14,-2.9999999999998175,3.0320279620355e-13,3.465174745934844e-14,1.3644125829159748e-13,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.708203932499894,0.015528977729956919,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,121.88767404561806,1384604
55,27,21,18.000000000001528,-5.796088405607042e-14,-2.9999999999998175,12.00000000000092,-3.988841911363872e-15,1.3644125829159748e-13,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.708203932499894,0.015528977729957039,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,121.88767404561901,1385676
56,27,22,18.010750000001533,-5.799510231132571e-14,-2.9999999999998175,18.010750000001533,-5.799510231132573e-14,1.3752412542089588e-13,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.020459133888182445,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470080794936,1385677
57,27,23,18.015850000001524,-5.80119218345309e-14,-2.9999999999998206,24.015850000002136,-4.268046906053862e-14,1.331926569037023e-13,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.708203932499894,0.015528977729957053,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,121.88767404561911,1391176
58,28,24,42.01585000000336,-1.3529310057595746e-13,-2.9999999999998206,36.01585000000276,-8.132105843125092e-14,1.331926569037023e-13,W 250x17.9,Column,AÇO ASTM - A572 GR50,6.708203932499894,0.015528977729956152,0.00231,2.291e-05,9.100000000000001e-07,7849.04687,199959000000.0,0.3,121.88767404561204,1391183
59,28,25,42.02660000000336,-1.3532731883121277e-13,-2.9999999999998206,42.02660000000336,-1.353273188312128e-13,1.342755240330007e-13,HP 200x53,Column,AÇO ASTM - A572 GR50,2.999999999999955,0.020459133888183233,0.006809999999999999,4.9500000000000004e-05,1.6800000000000002e-05,7849.04687,199959000000.0,0.3,160.58470080795553,1391184
