ID,X,Y,Z
1.0,3.1352171664549626e-13,3.465174813754857e-14,8.999999999999865
2.0,6.000000000000316,1.5265213244357517e-14,8.999999999999865
3.0,12.000000000000622,-4.055082119198768e-15,8.999999999999863
4.0,3.0867525174942736e-13,3.465174813754857e-14,5.99999999999991
5.0,6.000000000000311,1.5265213244357517e-14,5.99999999999991
6.0,12.000000000000616,-4.055082119198768e-15,5.9999999999999085
7.0,3.0382878685335846e-13,3.465174813754857e-14,2.999999999999955
8.0,6.000000000000306,1.5265213244357517e-14,2.999999999999955
9.0,12.000000000000613,-4.055082119198768e-15,2.999999999999954
10.0,5.039301606017078e-15,3.4673367998734173e-14,1.6243006939475926e-15
11.0,6.000000000000273,1.525044169067084e-14,-1.7762234199244315e-14
12.0,12.000000000000618,-4.1724846173927645e-15,-1.9390089533999318e-14
